State,District,Market,Commodity,Variety,Grade,Min Price,Max Price,Modal Price,Supply Volume (MT),Demand Volume (MT),Market Insights,Sowing Area (Hectares),Production Estimate (MT),Stock Level (MT),Stock Released (MT),Inflation Rate (%),Input Type,Input Cost (INR),Seasonality Impact,Intervention Type,Impact on Price (INR/kg),ARIMA_p,ARIMA_d,ARIMA_q,Forecasted Price (INR/kg)
Kerala,Kollam,Anchal,Onion,Other,FAQ,4600,4800,4700,636,602,Low supply affecting prices,1662,3548,5160,1239,4.68538745,Seed,513,Low,Price Cap,-7.869453325,3,0,1,4698.815557
Kerala,Kollam,Anchal,Potato,Other,FAQ,4200,4400,4300,445,356,Government intervention expected,1724,1738,7921,1496,7.629452769,Seed,183,Low,Price Cap,-4.571959482,2,1,1,4301.416393
Kerala,Kollam,Anchal,Pumpkin,Other,FAQ,3600,3800,3700,505,349,High demand due to festival,1375,2956,6815,986,7.489737837,Seed,407,Low,Price Cap,5.654830104,1,0,1,3703.57712
Kerala,Kollam,Anchal,Snakeguard,Other,FAQ,5200,5400,5300,687,370,Low supply affecting prices,3777,1111,4970,1264,7.326227854,Seed,250,Medium,Stock Release,-8.968800342,2,1,2,5298.374765
Kerala,Kollam,Anchal,Tapioca,Other,FAQ,2700,2900,2800,661,698,Stable demand,4317,4219,7724,1934,4.54195228,Labor,648,High,No Intervention,3.204021371,3,1,1,2799.862545
Kerala,Kollam,Anchal,Tomato,Other,FAQ,9700,9900,9800,575,381,Low supply affecting prices,1302,4852,4997,1122,7.234178899,Labor,478,Medium,Price Cap,8.489565436,2,1,1,9799.558249
Kerala,Kollam,Chathanoor,Amphophalus,Other,FAQ,5800,6200,6000,565,671,High demand due to festival,3452,1714,5416,1235,5.526697059,Seed,557,High,Price Cap,2.352756344,3,1,2,5997.49224
Kerala,Kollam,Chathanoor,Ashgourd,Other,FAQ,11800,12200,12000,544,404,Government intervention expected,4859,2401,4207,797,6.09889422,Labor,452,High,Stock Release,4.253149748,3,0,2,11999.21112
Kerala,Kollam,Chathanoor,Banana,Banana - Ripe,Medium,5800,6200,6000,729,387,Low supply affecting prices,2686,3924,4259,1575,4.194124527,Labor,763,Medium,No Intervention,5.84533745,2,0,2,5995.215845
Kerala,Kollam,Chathanoor,Banana,Palayamthodan,Medium,3800,4200,4000,769,301,Government intervention expected,1707,2938,4929,1232,6.533369445,Labor,967,Low,No Intervention,-5.555073556,2,1,1,4000.17432
Kerala,Kollam,Chathanoor,Banana,Poovan,Medium,5600,6000,5800,682,659,Low supply affecting prices,1916,4419,4262,1500,4.638485521,Labor,475,High,Stock Release,1.61927836,1,1,2,5802.207927
Kerala,Kollam,Chathanoor,Banana,Red Banana,Medium,6000,6400,6200,453,383,High demand due to festival,3068,2381,4782,803,4.719402131,Fertilizer,307,Low,Price Cap,-3.818865679,3,0,1,6198.676114
Kerala,Kollam,Chathanoor,Banana,Robusta,Medium,3800,4200,4000,577,342,Low supply affecting prices,1256,4127,4504,1811,6.18408588,Fertilizer,661,Medium,No Intervention,-5.010092415,1,0,2,4002.465742
Kerala,Kollam,Chathanoor,Bhindi(Ladies Finger),Other,FAQ,5300,5700,5500,643,453,Government intervention expected,1398,1812,5573,1163,4.199159611,Labor,831,High,No Intervention,-6.150871698,1,1,2,5502.506561
Kerala,Kollam,Chathanoor,Brinjal,Other,FAQ,5800,6200,6000,740,626,Government intervention expected,4600,4387,4202,1398,4.122193616,Fertilizer,559,Low,Price Cap,1.708612306,3,1,1,6004.841154
Kerala,Kollam,Chathanoor,Cabbage,Other,FAQ,3800,4200,4000,526,393,High demand due to festival,1050,4011,5759,1641,4.845814713,Seed,503,Medium,Stock Release,5.890638531,2,1,1,4000.459441
Kerala,Kollam,Chathanoor,Carrot,Other,FAQ,9800,10200,10000,766,597,Low supply affecting prices,3494,2208,7418,1947,6.890318125,Fertilizer,658,High,Price Cap,7.517781284,1,1,1,9999.040641
Kerala,Kollam,Chathanoor,Cucumbar(Kheera),Other,FAQ,5800,6200,6000,670,432,Stable demand,4341,4125,6013,1290,4.123410245,Seed,629,Medium,No Intervention,-1.428281077,1,0,2,6001.395243
Kerala,Kollam,Chathanoor,Green Chilli,Other,FAQ,10800,11200,11000,531,694,Low supply affecting prices,3874,1036,6099,1146,6.936591953,Fertilizer,584,Low,Stock Release,-2.542019996,3,1,2,11001.26576
Kerala,Kollam,Chathanoor,Indian Beans (Seam),Other,FAQ,13800,14200,14000,492,364,High demand due to festival,1594,4794,7664,708,6.478026386,Fertilizer,221,High,Price Cap,3.746138042,2,0,2,14004.87342
Kerala,Kollam,Chathanoor,Little gourd (Kundru),Other,FAQ,5800,6200,6000,778,589,Stable demand,1817,2828,5379,1650,6.395399402,Seed,893,High,Price Cap,5.607184837,2,1,1,6002.076939
Kerala,Kollam,Chathanoor,Onion,Other,FAQ,2300,2700,2500,472,675,High demand due to festival,1635,4060,7794,1816,5.373778369,Seed,219,High,Stock Release,-4.933613267,1,1,1,2498.065805
Kerala,Kollam,Chathanoor,Potato,Other,FAQ,3800,4200,4000,647,556,Low supply affecting prices,4873,4341,7590,1018,6.729439167,Labor,350,Medium,No Intervention,-4.054182316,3,0,2,3996.875099
Kerala,Kollam,Chathanoor,Pumpkin,Other,FAQ,3800,4200,4000,747,685,Stable demand,4333,3910,6410,1745,3.067597601,Fertilizer,938,Medium,Stock Release,0.667866383,1,0,2,4002.927262
Kerala,Kollam,Chathanoor,Snakeguard,Other,FAQ,5800,6200,6000,672,512,High demand due to festival,4436,3779,4044,576,4.528036291,Seed,398,Medium,Stock Release,-1.112286243,2,0,2,5996.797596
Kerala,Kollam,Chathanoor,Water Melon,Other,Medium,3300,3700,3500,442,447,Government intervention expected,2072,4579,6874,837,6.395687319,Labor,146,Medium,No Intervention,4.115754661,1,0,2,3501.274426
Kerala,Kollam,Kollam,Amphophalus,Other,FAQ,4000,5000,4500,776,360,Stable demand,4589,2251,5401,1362,7.936477121,Seed,696,Low,Price Cap,0.08969981975,3,1,1,4496.323162
Kerala,Kollam,Kollam,Ashgourd,Other,FAQ,5000,6000,5500,440,448,Stable demand,2652,4499,4788,1412,3.012571705,Labor,398,Medium,Stock Release,-7.768017886,1,1,1,5502.187054
Kerala,Kollam,Kollam,Banana,Banana - Ripe,Medium,7500,8500,8000,569,387,High demand due to festival,2141,4941,5435,1798,5.549861325,Labor,995,Medium,Stock Release,-6.680936104,2,1,2,8002.828948
Kerala,Kollam,Kollam,Banana,Palayamthodan,Medium,1900,2300,2100,611,623,Government intervention expected,2476,4794,6818,1306,7.619182145,Seed,771,Medium,Price Cap,8.038176876,3,1,1,2104.905399
Kerala,Kollam,Kollam,Banana,Poovan,Medium,4000,4500,4200,567,682,Stable demand,1774,1809,6189,1640,7.317696924,Seed,618,Low,No Intervention,-5.452032703,3,0,1,4204.54217
Kerala,Kollam,Kollam,Banana,Rasakathai,Medium,3200,4000,3500,438,695,High demand due to festival,4936,4072,7329,1815,3.115680974,Fertilizer,344,Low,Price Cap,-8.998278172,3,1,2,3502.13807
Kerala,Kollam,Kollam,Banana - Green,Other,FAQ,7500,8500,8000,768,577,Stable demand,4020,1022,6844,1794,5.647790637,Fertilizer,826,High,Price Cap,4.629091166,3,0,2,7997.7753
Kerala,Kollam,Kollam,Bhindi(Ladies Finger),Other,FAQ,6000,7000,6500,644,381,Stable demand,2970,2526,7985,1970,3.021435507,Labor,823,Medium,Stock Release,3.680222877,3,1,2,6495.437181
Kerala,Kollam,Kollam,Bitter gourd,Other,FAQ,9000,10000,9500,550,428,Stable demand,4957,4519,6084,1680,6.947874741,Seed,823,High,Stock Release,2.001520373,1,1,1,9500.552415
Kerala,Kollam,Kollam,Bottle gourd,Other,FAQ,4000,5000,4500,510,585,Government intervention expected,2664,1795,6092,1071,4.54437421,Fertilizer,899,High,No Intervention,0.0451230893,3,0,1,4502.659804
Kerala,Kollam,Kollam,Brinjal,Other,FAQ,3500,4000,3800,446,681,Low supply affecting prices,1396,1495,6967,1707,6.82795331,Labor,317,Low,Stock Release,9.391607081,2,1,1,3795.106238
Kerala,Kollam,Kollam,Colacasia,Other,FAQ,7000,8000,7500,462,652,Low supply affecting prices,3730,1899,5655,923,7.723966709,Fertilizer,862,Low,Price Cap,-7.603354082,3,1,1,7500.248013
Kerala,Kollam,Kollam,Cowpea(Veg),Other,FAQ,9000,10000,9500,624,579,Government intervention expected,4098,1424,5069,1172,7.880425271,Labor,443,High,Price Cap,0.2032556516,2,0,2,9503.828879
Kerala,Kollam,Kollam,Cucumbar(Kheera),Other,FAQ,5000,6000,5500,765,569,Government intervention expected,3758,3747,5675,1539,7.470555904,Fertilizer,932,High,No Intervention,1.280898869,2,0,2,5501.372178
Kerala,Kollam,Kollam,Ginger(Green),Other,FAQ,21500,22500,22000,468,591,High demand due to festival,2395,3065,6612,1425,4.020717266,Seed,413,Medium,Stock Release,-9.550141632,2,0,2,22001.83781
Kerala,Kollam,Kollam,Green Chilli,Other,FAQ,17000,18000,17500,698,502,Stable demand,4970,2982,4300,597,3.97300085,Labor,792,Low,Stock Release,-1.760151504,2,1,2,17499.74332
Kerala,Kollam,Kollam,Little gourd (Kundru),Other,FAQ,5000,6000,5500,689,323,Government intervention expected,4897,2468,4287,799,6.128902164,Labor,703,Low,No Intervention,5.656042508,2,0,2,5504.4315
Kerala,Kollam,Kollam,Long Melon(Kakri),Other,FAQ,3000,3500,3200,695,650,High demand due to festival,4928,4632,4785,1246,5.720268411,Fertilizer,829,High,No Intervention,-0.5780248951,1,0,2,3198.746472
Kerala,Kollam,Kollam,Pumpkin,Other,FAQ,2500,3000,2700,602,610,Low supply affecting prices,2120,4630,6316,1945,3.047673039,Fertilizer,389,Low,Stock Release,7.505568996,2,1,2,2698.790969
Kerala,Kollam,Kollam,Snakeguard,Other,FAQ,4000,5000,4500,460,507,Low supply affecting prices,1528,3674,7971,1830,4.958636756,Fertilizer,701,High,No Intervention,2.895978638,2,0,1,4500.177377
Kerala,Kollam,Kollam,Tomato,Other,FAQ,11000,12000,11500,717,579,Low supply affecting prices,1684,4110,6838,773,7.533455028,Seed,296,High,Price Cap,5.321707281,2,1,2,11500.85932
Kerala,Kollam,Kottarakkara,Amaranthus,Other,FAQ,5000,5000,5000,713,504,Low supply affecting prices,3660,4800,7133,760,7.491795095,Fertilizer,795,Low,No Intervention,6.089602704,1,0,1,5000.374251
Kerala,Kollam,Kottarakkara,Ashgourd,Other,FAQ,5000,5000,5000,560,451,High demand due to festival,3233,2233,7637,1762,4.01953442,Fertilizer,677,Medium,Price Cap,3.790004789,3,1,1,5003.186316
Kerala,Kollam,Kottarakkara,Beetroot,Other,FAQ,4000,4000,4000,730,325,Stable demand,3743,2797,6628,1435,4.909815346,Seed,515,Low,Price Cap,4.987613201,2,0,2,4003.34513
Kerala,Kollam,Kottarakkara,Bhindi(Ladies Finger),Other,FAQ,5000,5000,5000,415,493,High demand due to festival,3262,3258,5265,831,5.801830055,Fertilizer,709,High,Price Cap,3.906210796,1,0,1,4996.316653
Kerala,Kollam,Kottarakkara,Bitter gourd,Other,FAQ,9000,9000,9000,737,635,Stable demand,4322,1564,6983,614,7.263921325,Seed,405,High,Stock Release,1.009274969,1,0,1,9000.961638
Kerala,Kollam,Kottarakkara,Bottle gourd,Other,FAQ,3500,3500,3500,493,537,Low supply affecting prices,3263,4019,5805,767,5.659972196,Seed,577,Medium,Price Cap,1.330659312,1,0,1,3504.838992
Kerala,Kollam,Kottarakkara,Brinjal,Other,FAQ,4000,4000,4000,703,620,Government intervention expected,3076,2304,7835,511,7.840999062,Fertilizer,635,High,No Intervention,-6.202304347,3,1,1,4000.996583
Kerala,Kollam,Kottarakkara,Cabbage,Other,FAQ,5000,5000,5000,537,374,Government intervention expected,1101,4938,6401,572,6.99526069,Seed,319,Medium,Price Cap,6.548784668,1,0,2,5001.881641
Kerala,Kollam,Kottarakkara,Carrot,Other,FAQ,7000,7000,7000,737,462,Government intervention expected,1122,2856,5819,1515,7.765459365,Fertilizer,785,Low,Stock Release,-3.757253725,2,1,1,7003.613696
Kerala,Kollam,Kottarakkara,Coconut,Other,FAQ,4000,4000,4000,437,598,Stable demand,3101,1132,7015,1373,6.657461092,Seed,998,Medium,Stock Release,0.7147376493,2,1,2,4003.666019
Kerala,Kollam,Kottarakkara,Colacasia,Other,FAQ,8000,8000,8000,526,328,Low supply affecting prices,2306,1448,7934,905,7.388120697,Labor,856,High,Stock Release,-5.009088841,2,1,1,7995.171908
Kerala,Kollam,Kottarakkara,Cowpea(Veg),Other,FAQ,8000,8000,8000,674,464,High demand due to festival,2637,3311,4070,677,7.155018962,Fertilizer,725,High,Stock Release,3.917299582,3,0,1,7997.394325
Kerala,Kollam,Kottarakkara,Cucumbar(Kheera),Other,FAQ,5000,5000,5000,563,636,Government intervention expected,2140,2830,4834,1271,4.269192409,Labor,877,Medium,No Intervention,9.503379044,1,0,2,5003.628782
Kerala,Kollam,Kottarakkara,Drumstick,Drumstick,FAQ,5000,5000,5000,718,485,Stable demand,1615,3158,6460,1445,4.147682117,Labor,453,Low,Stock Release,6.038804693,2,0,2,5001.671007
Kerala,Kollam,Kottarakkara,Elephant Yam (Suran),Other,FAQ,5000,5000,5000,476,353,Government intervention expected,1556,4626,4611,1782,7.321917127,Labor,834,Medium,No Intervention,2.381909638,2,0,1,5001.317058
Kerala,Kollam,Kottarakkara,Ginger(Green),Other,FAQ,10000,10000,10000,573,594,High demand due to festival,1113,1849,7132,899,3.423388688,Labor,919,High,Stock Release,1.350130675,2,1,2,10003.59944
Kerala,Kollam,Kottarakkara,Green Chilli,Other,FAQ,10000,10000,10000,786,341,Low supply affecting prices,3902,2261,6662,769,5.042818023,Fertilizer,334,Low,Stock Release,-0.2045748529,3,1,2,10003.0655
Kerala,Kollam,Kottarakkara,Little gourd (Kundru),Other,FAQ,5000,5000,5000,757,584,High demand due to festival,2566,4962,7523,985,7.103288851,Seed,405,Medium,No Intervention,-5.900571365,2,1,2,5002.513506
Kerala,Kollam,Kottarakkara,Onion,Other,FAQ,5000,5000,5000,720,686,Low supply affecting prices,3723,2480,5416,558,7.066196659,Fertilizer,209,Medium,Price Cap,-3.039798963,1,0,2,4995.473528
Kerala,Kollam,Kottarakkara,Potato,Other,FAQ,3500,3500,3500,775,437,Low supply affecting prices,1976,1900,7702,1141,3.693914053,Fertilizer,413,Medium,No Intervention,-1.872118517,1,1,2,3502.816549
Kerala,Kollam,Kottarakkara,Pumpkin,Other,FAQ,4000,4000,4000,490,486,Low supply affecting prices,1700,1758,6576,1386,5.438549004,Seed,112,High,Price Cap,8.891381497,3,1,1,3997.006093
Kerala,Kollam,Kottarakkara,Snakeguard,Other,FAQ,4000,4000,4000,637,697,Government intervention expected,2316,2539,5328,765,5.399162014,Labor,736,High,No Intervention,-1.488342919,3,1,2,3995.260088
Kerala,Kollam,Kottarakkara,Tapioca,Other,FAQ,3500,3500,3500,663,503,High demand due to festival,4266,2899,4190,574,4.618607262,Seed,926,High,Price Cap,1.723807096,3,1,1,3499.918899
Kerala,Kollam,Kottarakkara,Tomato,Other,FAQ,4000,4000,4000,578,341,Government intervention expected,3339,3908,5747,1613,7.585905725,Labor,266,Low,Stock Release,8.448490812,1,1,1,4004.423601
Kerala,Kottayam,Ettumanoor,Ashgourd,Other,FAQ,1800,2200,2000,608,649,High demand due to festival,4958,3944,6125,1004,6.26558806,Fertilizer,152,Low,Price Cap,0.3685281562,3,0,1,2003.864532
Kerala,Kottayam,Ettumanoor,Banana,Banana - Ripe,Medium,5500,5900,5700,472,587,Stable demand,1260,1861,5581,856,7.900937449,Seed,285,Low,Price Cap,-4.971004403,3,1,2,5704.820572
Kerala,Kottayam,Ettumanoor,Banana - Green,Banana - Green,FAQ,2700,3100,2900,789,325,Stable demand,4278,2847,5628,653,3.333831054,Seed,375,High,Stock Release,-2.379877868,1,1,1,2897.465321
Kerala,Kottayam,Ettumanoor,Beetroot,Other,FAQ,3500,3900,3700,506,670,High demand due to festival,3611,4244,4888,1741,4.971750865,Labor,546,Low,Stock Release,-2.489215991,2,1,2,3701.953929
Kerala,Kottayam,Ettumanoor,Bhindi(Ladies Finger),Other,FAQ,3100,3500,3300,744,684,High demand due to festival,3096,3240,7596,985,7.17568781,Seed,451,Low,Price Cap,4.294351294,3,1,2,3295.558463
Kerala,Kottayam,Ettumanoor,Bitter gourd,Other,FAQ,4000,4400,4200,694,355,High demand due to festival,2029,1514,7811,1653,5.113428346,Fertilizer,109,Medium,Price Cap,-4.077585391,2,1,2,4203.034528
Kerala,Kottayam,Ettumanoor,Brinjal,Other,FAQ,1800,2200,2000,768,552,High demand due to festival,1378,3837,7372,565,4.309390135,Seed,509,High,No Intervention,4.605771555,2,0,1,2000.237641
Kerala,Kottayam,Ettumanoor,Cabbage,Other,FAQ,2600,3000,2800,683,421,Low supply affecting prices,4465,1967,6996,1667,7.989037722,Seed,246,Medium,Stock Release,7.784854238,2,1,2,2804.962861
Kerala,Kottayam,Ettumanoor,Carrot,Carrot,FAQ,6200,6600,6400,752,405,Government intervention expected,2909,2591,4016,879,7.365624449,Fertilizer,576,High,Stock Release,-3.278539766,2,0,1,6397.399945
Kerala,Kottayam,Ettumanoor,Cluster beans,Other,FAQ,5900,6300,6100,581,429,Low supply affecting prices,3271,4857,4814,1836,5.732368306,Labor,928,High,Stock Release,-7.293177995,3,0,2,6102.846482
Kerala,Kottayam,Ettumanoor,Coconut,Medium,FAQ,2900,3200,3100,436,636,Government intervention expected,2046,4480,5597,906,5.808546181,Seed,944,Low,No Intervention,2.771087019,3,0,1,3096.709557
Kerala,Kottayam,Ettumanoor,Colacasia,Other,FAQ,8600,9000,8800,536,457,Government intervention expected,2007,4759,6481,1930,3.034314803,Labor,729,Medium,No Intervention,-2.78291065,3,0,1,8797.871821
Kerala,Kottayam,Ettumanoor,Cucumbar(Kheera),Cucumbar,FAQ,1400,1800,1600,737,675,Government intervention expected,3704,4699,5066,776,7.904972904,Seed,951,Medium,Price Cap,0.6797233429,1,0,2,1597.955631
Kerala,Kottayam,Ettumanoor,Drumstick,Drumstick,FAQ,3600,4000,3800,455,530,Low supply affecting prices,1109,1083,7139,1114,7.03147581,Fertilizer,527,Low,No Intervention,2.683312637,1,1,2,3800.77867
Kerala,Kottayam,Ettumanoor,Elephant Yam (Suran),Other,FAQ,5400,5800,5600,586,607,High demand due to festival,3771,4742,7451,1932,3.183646798,Labor,587,Medium,No Intervention,-1.845141119,2,1,2,5598.651096
Kerala,Kottayam,Ettumanoor,Green Chilli,Green Chilly,FAQ,7600,7900,7800,740,390,Low supply affecting prices,4883,1797,6259,813,3.881650961,Seed,629,Medium,No Intervention,8.493889036,1,0,1,7799.38715
Kerala,Kottayam,Ettumanoor,Little gourd (Kundru),Other,FAQ,2400,2800,2600,657,692,Low supply affecting prices,3600,3127,6250,1048,7.105156151,Labor,476,High,Stock Release,-2.007706917,2,0,2,2600.21806
Kerala,Kottayam,Ettumanoor,Mango (Raw-Ripe),Mango - Raw-Ripe,FAQ,2300,2700,2500,457,321,Government intervention expected,2422,2601,6025,1772,3.434327741,Seed,837,Medium,Price Cap,-3.852513455,2,0,1,2495.562201
Kerala,Kottayam,Ettumanoor,Onion,Big,FAQ,2100,2500,2300,762,589,Stable demand,4243,4280,6773,960,7.708928638,Fertilizer,211,Medium,No Intervention,7.713504422,3,0,1,2301.653623
Kerala,Kottayam,Ettumanoor,Onion,Onion,FAQ,11000,11400,11200,522,409,Stable demand,2005,1521,4108,898,7.999455311,Fertilizer,683,High,No Intervention,-7.273965531,3,1,1,11201.49267
Kerala,Kottayam,Ettumanoor,Potato,Potato,FAQ,2700,3100,2900,587,348,Low supply affecting prices,1697,2222,7015,950,7.432164048,Seed,755,Low,No Intervention,-7.515821424,1,1,2,2904.648018
Kerala,Kottayam,Ettumanoor,Pumpkin,Pumpkin,FAQ,2200,2600,2400,629,428,Government intervention expected,3773,2594,4283,970,6.694519947,Seed,715,High,Stock Release,8.713964152,3,0,2,2396.333872
Kerala,Kottayam,Ettumanoor,Snakeguard,Snakeguard,FAQ,2600,3000,2800,567,372,Low supply affecting prices,1305,1233,6988,1957,5.436411756,Labor,314,Low,Price Cap,-5.820631718,1,1,2,2795.309668
Kerala,Kottayam,Ettumanoor,Tapioca,Tapioca,FAQ,2500,2900,2700,513,639,Low supply affecting prices,4635,2842,5960,1455,3.412147882,Seed,609,Low,Price Cap,-7.031251928,3,0,2,2696.332269
Kerala,Kottayam,Pampady,Amaranthus,Amaranthus,FAQ,3000,3400,3200,651,352,High demand due to festival,2605,3291,5629,1969,6.652231159,Labor,610,High,No Intervention,0.7033660804,3,1,1,3199.224649
Kerala,Kottayam,Pampady,Ashgourd,Other,FAQ,2300,2700,2500,506,655,Government intervention expected,2731,4962,7296,1206,4.98432577,Seed,688,High,Price Cap,-9.064230676,1,0,1,2497.139335
Kerala,Kottayam,Pampady,Banana,Medium,Medium,6000,6400,6200,436,679,Stable demand,1958,2416,4736,602,5.851143156,Fertilizer,125,Low,Stock Release,2.400300015,2,1,2,6197.16318
Kerala,Kottayam,Pampady,Banana,Palayamthodan,Medium,2000,2400,2200,734,467,Stable demand,1953,2589,7822,827,4.466952381,Labor,841,High,No Intervention,-0.9413840332,1,1,2,2203.69398
Kerala,Kottayam,Pampady,Banana,Robusta,Medium,2800,3200,3000,491,344,Stable demand,2174,2469,5141,1100,4.210780048,Labor,292,High,Price Cap,2.808239288,3,0,1,2998.23831
Kerala,Kottayam,Pampady,Banana - Green,Banana - Green,FAQ,6000,6400,6200,417,692,Low supply affecting prices,4499,3896,4931,745,4.621484793,Fertilizer,202,Medium,No Intervention,-4.321261929,2,0,2,6199.167973
Kerala,Kottayam,Pampady,Bhindi(Ladies Finger),Bhindi,FAQ,3500,3900,3700,753,404,Government intervention expected,3668,1392,4602,1581,7.069140117,Labor,304,High,Stock Release,8.109444287,3,1,1,3701.841508
Kerala,Kottayam,Pampady,Bitter gourd,Bitter Gourd,FAQ,5500,5900,5700,462,449,High demand due to festival,4538,1008,5363,604,5.132457701,Fertilizer,510,High,No Intervention,-4.588385745,3,0,1,5698.39942
Kerala,Kottayam,Pampady,Brinjal,Brinjal,FAQ,3500,3900,3700,549,445,Stable demand,3677,1612,5824,1191,4.55853956,Fertilizer,871,Medium,Stock Release,2.751293711,3,0,2,3700.543564
Kerala,Kottayam,Pampady,Cabbage,Other,FAQ,2500,2900,2700,538,503,Government intervention expected,3924,2943,7352,1471,5.164851986,Fertilizer,844,Low,No Intervention,8.901837013,2,1,1,2700.228767
Kerala,Kottayam,Pampady,Cauliflower,Other,FAQ,5000,5400,5200,585,661,Stable demand,2630,3854,4490,1592,3.16143683,Seed,150,Low,No Intervention,-1.983814233,3,0,1,5197.615187
Kerala,Kottayam,Pampady,Coconut,Coconut,FAQ,2700,3100,2900,584,598,High demand due to festival,2791,1714,6066,1492,7.453021414,Fertilizer,230,High,Price Cap,-6.771469434,1,0,1,2902.170942
